Age,Gender,Income,Loan_Amount,Credit_Score,Past_Defaults,Loan_Status
38,Male,48272,8597,640,0,0
35,Male,99328,10922,618,0,0
64,Male,64689,17032,671,1,0
72,Male,30671,38141,415,0,0
27,Female,21493,1326,574,0,0
39,Male,113143,46996,580,0,0
55,Female,93951,37188,493,0,0
71,Female,90943,5140,618,0,0
20,Female,99953,16576,462,0,0
51,Female,66513,3365,320,0,0
41,Male,79105,39452,500,0,0
41,Male,63547,41281,576,0,0
69,Male,25437,46246,835,1,0
37,Female,88488,16884,381,0,0
67,Female,84030,39503,725,0,0
26,Male,36371,43546,552,0,0
76,Male,22318,49724,480,0,0
34,Male,109408,21223,304,0,0
56,Female,102931,7844,340,0,0
75,Female,33694,3968,848,0,0
26,Female,49322,23071,748,1,0
33,Female,68424,19350,715,0,0
41,Female,71719,20137,479,0,0
23,Female,33770,5243,811,1,0
19,Female,23172,32777,752,0,0
43,Male,39885,43880,465,0,0
72,Female,105118,40402,580,0,0
40,Female,98788,44605,591,0,0
60,Female,95458,34223,349,1,0
78,Male,70591,38760,821,0,0
32,Male,82115,31678,382,0,0
46,Female,83012,40000,322,0,0
58,Female,83324,46645,760,0,0
40,Female,39467,3163,401,1,0
27,Female,104441,10762,402,0,0
41,Female,40863,21995,736,0,0
31,Male,38210,19097,610,0,0
48,Female,54610,20181,514,0,0
39,Male,34740,37428,695,0,0
29,Female,66493,34164,631,0,0
56,Female,65350,24910,438,1,0
77,Male,103464,37867,564,0,0
53,Female,44123,34751,320,0,0
47,Female,109344,46496,462,0,0
73,Male,39818,13526,343,0,0
35,Female,90379,22317,321,0,0
71,Male,35475,29504,491,0,0
22,Male,96742,7817,332,0,0
43,Female,114780,1193,767,1,0
34,Female,32649,47125,457,0,0
43,Female,89282,19317,441,0,0
64,Male,112932,29731,442,0,0
68,Male,84058,48121,561,0,0
31,Male,91400,43366,800,0,0
51,Male,113205,49358,844,0,0
51,Female,115427,24450,779,0,0
72,Male,29399,24024,640,0,0
76,Male,81597,25975,576,0,0
59,Male,113560,15702,559,0,0
27,Male,101919,14489,712,0,0
56,Male,58115,49124,596,0,0
70,Female,94259,37479,500,1,0
36,Male,54031,37113,786,0,0
64,Female,64515,32615,308,0,0
21,Female,28511,13451,714,1,0
23,Female,27080,30946,560,0,0
25,Male,65954,5577,367,0,0
40,Male,103338,42613,591,0,0
23,Male,60972,24118,538,0,0
31,Male,46137,34546,403,0,0
31,Male,108761,46928,528,0,0
60,Female,24755,47353,812,1,0
33,Female,37037,25599,524,1,1
73,Male,63605,29219,616,0,0
56,Female,85169,18677,554,0,0
66,Male,85469,34142,790,0,0
76,Male,37917,6473,774,0,0
31,Female,20809,12028,357,1,1
21,Male,94350,19610,730,0,0
19,Male,77728,49638,420,0,0
59,Female,78777,31659,421,0,0
22,Male,23717,35300,620,0,0
55,Female,63327,13294,774,0,0
70,Male,35069,37410,713,0,0
51,Male,42361,30542,539,0,0
63,Male,102380,14498,424,0,0
32,Female,63204,22541,745,1,0
48,Female,89972,19958,699,1,0
18,Female,70783,18758,729,0,0
24,Male,26363,29450,561,0,0
57,Female,40758,39146,381,0,0
57,Female,99793,6234,717,0,0
38,Male,55270,38906,800,0,0
74,Female,60525,39254,578,0,0
35,Male,97896,37164,814,0,0
25,Female,55858,4443,373,0,0
42,Female,57988,33157,396,0,0
60,Female,62762,24774,495,0,0
42,Male,75712,40492,509,0,0
58,Male,56123,13273,454,1,0
20,Male,56226,4777,383,0,0
75,Male,60118,4080,410,0,0
75,Male,76009,48761,705,0,0
54,Female,27857,29313,551,0,0
60,Female,46996,43660,321,0,0
79,Female,86057,44336,433,0,0
58,Male,42365,15720,754,0,0
58,Female,81116,37137,521,0,0
66,Male,58828,10137,408,1,0
39,Female,95304,49560,400,0,0
39,Female,64793,43961,786,0,0
54,Female,53450,19666,446,0,0
40,Female,30840,7726,430,0,0
61,Male,64520,9165,650,0,0
19,Female,88064,29456,323,1,0
45,Female,37940,14013,525,1,0
41,Female,61230,37028,478,1,1
39,Male,89906,14653,780,1,0
65,Female,60482,33702,441,0,0
60,Male,82088,22689,437,0,0
24,Female,73526,39714,468,0,0
58,Male,39135,18309,385,0,0
51,Female,102607,42179,615,0,0
29,Male,116338,19448,467,0,0
31,Male,23159,39282,615,0,0
54,Female,53605,29506,730,0,0
46,Male,62914,21418,560,0,0
56,Male,30611,40542,529,0,0
72,Female,66533,41609,447,0,0
33,Female,32855,49349,361,0,0
20,Male,73653,31252,334,0,0
52,Female,59629,45713,550,0,0
28,Male,70959,29207,607,0,0
68,Female,112010,34234,379,0,0
50,Male,26208,48619,678,0,0
75,Female,96573,42019,756,0,0
23,Male,23437,1333,375,0,0
76,Male,68359,16254,769,0,0
34,Male,27856,9427,849,0,0
40,Male,97686,21884,685,0,0
23,Male,24279,20190,466,0,0
76,Female,45243,46108,550,0,0
60,Male,74595,1255,434,0,0
60,Male,58556,32172,677,0,0
48,Female,109700,11904,385,0,0
71,Male,35045,49915,651,0,0
69,Female,86122,9774,797,0,0
59,Male,51613,43440,528,1,1
40,Female,97650,8791,760,0,0
71,Male,46912,41438,509,0,0
32,Female,64155,46547,518,1,1
46,Female,88541,45497,617,0,0
65,Female,66911,5697,301,0,0
63,Male,34524,49507,708,0,0
50,Female,41671,44763,547,0,0
37,Female,65143,15541,428,1,0
23,Female,91144,6426,481,0,0
27,Male,110792,35900,774,0,0
24,Male,78697,25722,394,0,0
58,Male,52555,46217,675,0,0
29,Female,22992,6961,505,0,0
67,Male,32283,2078,583,0,0
77,Male,73320,34968,778,1,0
69,Male,115287,28959,696,0,0
41,Male,63911,44755,805,0,0
30,Male,118734,44670,390,0,0
54,Male,111664,39473,430,0,0
72,Male,42884,34361,471,1,1
29,Male,91944,22089,645,0,0
76,Male,115304,37147,610,0,0
78,Male,58498,41825,763,0,0
78,Male,73686,12550,720,0,0
44,Female,114659,38628,476,0,0
71,Male,61638,42542,444,0,0
64,Female,59154,4807,399,0,0
48,Female,41391,35398,372,1,1
75,Male,21088,7129,300,0,0
55,Male,94650,31936,728,0,0
50,Male,113893,5770,441,1,0
55,Male,59295,36219,566,0,0
28,Male,37887,24667,608,0,0
32,Female,112435,18993,594,1,0
39,Male,33311,28427,382,0,0
27,Male,21485,7913,688,0,0
49,Male,34618,12189,585,0,0
23,Male,69128,43264,341,0,0
35,Male,25368,20229,822,0,0
62,Male,103511,39265,804,0,0
27,Female,53009,33284,522,0,0
72,Female,112851,5296,847,0,0
55,Male,98475,47240,766,0,0
31,Male,88354,10171,611,0,0
50,Male,68186,41926,436,0,0
37,Male,91402,4441,337,0,0
43,Female,63823,30299,467,0,0
37,Female,31559,33323,679,0,0
76,Male,95401,34936,470,0,0
41,Male,81642,9320,483,0,0
29,Male,29492,2032,354,0,0
59,Female,29843,4166,395,0,0
31,Female,33262,37307,674,0,0
47,Female,82766,20790,577,1,0
72,Male,115565,39420,611,0,0
70,Male,23912,22588,381,0,0
25,Male,41238,24994,327,0,0
44,Male,93357,34023,450,0,0
67,Male,63774,24206,657,0,0
37,Female,38653,47345,700,0,0
37,Female,89955,13947,576,0,0
39,Male,103488,5149,816,0,0
60,Male,33469,44951,759,0,0
53,Female,71903,14669,617,0,0
40,Female,87349,31761,829,0,0
75,Male,83690,4601,476,0,0
30,Female,106233,31546,460,0,0
60,Male,55229,48280,308,1,1
45,Male,42966,32258,808,0,0
27,Male,72650,29872,350,0,0
71,Female,81692,45889,778,0,0
61,Female,40199,37177,433,0,0
77,Male,64885,47307,837,0,0
30,Female,35225,24930,685,1,0
55,Male,47388,9867,789,1,0
55,Female,85889,19946,759,0,0
60,Female,100076,21484,514,0,0
36,Male,39138,44364,427,0,0
73,Female,80185,3759,491,0,0
51,Male,32871,35042,567,0,0
63,Male,63371,10534,736,0,0
44,Male,34383,20253,458,0,0
53,Female,106561,4179,430,0,0
30,Female,113302,36081,447,0,0
48,Male,81115,32548,819,0,0
73,Female,65580,24493,547,0,0
71,Female,107449,39602,842,0,0
79,Male,66481,14945,660,0,0
71,Female,37573,32678,401,0,0
24,Female,53743,4456,767,0,0
54,Male,39755,18139,344,0,0
73,Female,52301,22163,501,0,0
22,Male,94009,36187,462,0,0
75,Female,64228,20471,847,0,0
30,Male,114102,30772,702,0,0
50,Female,32971,1316,805,0,0
49,Female,116886,8043,670,0,0
56,Female,36827,7183,517,0,0
51,Female,40961,1985,377,1,0
76,Male,86490,42134,418,0,0
58,Female,40336,19858,740,1,0
20,Female,67897,39303,586,1,1
65,Male,71854,32262,728,0,0
37,Female,30067,49181,692,0,0
57,Female,93406,44924,669,0,0
30,Female,75531,5307,743,0,0
77,Female,110860,27254,545,0,0
35,Male,75790,37987,532,0,0
39,Male,99287,47948,402,1,1
58,Female,59865,30664,342,0,0
63,Female,81156,6725,678,0,0
48,Male,113626,36038,556,1,0
59,Male,111828,29700,814,0,0
39,Female,57165,41037,802,1,0
75,Male,57211,9761,554,0,0
45,Female,113143,14770,697,0,0
50,Male,48390,45693,376,1,1
31,Male,32730,38428,417,0,0
73,Female,111500,2441,690,0,0
69,Male,24801,40902,679,0,0
67,Male,54542,45453,523,0,0
37,Male,32018,29623,470,0,0
71,Male,26480,47903,314,0,0
46,Male,20912,6979,603,0,0
39,Female,99566,38989,751,0,0
33,Male,37778,15473,602,0,0
21,Female,93065,10425,690,0,0
74,Male,46998,33050,483,1,1
57,Female,100106,38012,685,0,0
68,Male,44584,40113,630,1,0
46,Male,95522,45371,585,0,0
52,Female,91367,49402,598,0,0
52,Male,81597,4293,607,0,0
44,Female,91606,15509,591,0,0
50,Female,47609,47356,440,0,0
55,Female,62270,46539,661,0,0
54,Male,91155,18089,555,0,0
69,Male,86065,33941,551,0,0
53,Male,118785,17081,794,0,0
75,Female,93929,2807,611,0,0
51,Male,95640,8581,449,0,0
74,Female,86902,43216,700,0,0
51,Male,92783,28464,753,0,0
28,Female,119570,39007,728,0,0
73,Male,54488,42275,475,0,0
30,Female,112570,17845,616,0,0
51,Female,29156,44348,454,0,0
78,Male,33244,45486,587,1,1
55,Male,36803,46256,770,0,0
46,Male,40604,46046,536,0,0
18,Female,59243,36150,375,0,0
40,Female,40192,15131,465,0,0
71,Male,115525,49737,341,0,0
53,Male,29107,46505,369,1,1
45,Male,82402,3450,391,0,0
30,Male,87481,30342,505,0,0
40,Male,61307,10147,509,0,0
45,Female,60592,14686,714,1,0
70,Male,96689,48733,353,0,0
28,Female,83676,4558,475,0,0
74,Male,116090,34011,514,1,0
72,Male,69002,43833,774,0,0
57,Female,62571,27733,542,0,0
19,Female,71699,43572,365,0,0
27,Female,116363,49772,325,1,1
74,Male,31169,27134,305,0,0
46,Female,113680,10410,707,0,0
28,Male,115164,5372,633,0,0
40,Male,91184,42484,522,0,0
44,Male,35999,12341,532,1,0
41,Female,56464,39867,644,0,0
70,Female,35719,46967,678,0,0
56,Male,111643,17848,577,0,0
34,Female,32450,14804,356,1,1
66,Female,82758,26131,709,0,0
63,Female,74651,10174,794,0,0
43,Male,80491,26798,675,1,0
45,Female,77266,20732,339,0,0
72,Male,50552,48693,747,0,0
75,Female,118130,1861,791,1,0
21,Female,81798,42885,401,1,1
46,Male,45840,9465,694,0,0
40,Female,96334,35977,413,0,0
68,Female,21398,9809,720,0,0
74,Male,30614,16476,377,0,0
62,Male,66155,12486,698,0,0
46,Female,56270,9007,524,0,0
51,Female,102162,40329,792,0,0
36,Female,50637,45309,563,0,0
49,Male,26249,39375,782,0,0
45,Female,48471,40685,790,1,0
27,Male,71827,6703,676,0,0
67,Female,62288,35776,379,0,0
44,Female,59516,22919,485,0,0
26,Male,36418,12651,792,0,0
53,Male,21735,14674,788,0,0
67,Female,42326,38769,461,0,0
54,Female,62787,25668,671,1,0
28,Female,26806,6281,701,1,0
65,Female,38064,34523,357,0,0
41,Male,66671,30616,506,0,0
46,Male,53271,37869,748,0,0
29,Male,66467,36087,360,0,0
38,Female,71941,23826,796,0,0
74,Male,28615,26602,351,0,0
38,Male,93436,16605,657,0,0
69,Male,53679,4379,579,0,0
27,Male,34944,2141,754,0,0
70,Male,47284,10995,645,1,0
19,Female,102231,4375,486,0,0
78,Male,98108,14587,614,0,0
54,Male,39475,30285,752,0,0
53,Female,92158,27252,682,0,0
47,Male,76333,22994,515,0,0
44,Male,67527,14767,554,1,0
52,Female,101616,16364,755,0,0
42,Female,81324,15006,497,0,0
18,Male,83555,36237,811,0,0
36,Male,69213,13159,313,1,0
75,Female,63383,47178,754,0,0
44,Male,84779,28145,637,0,0
40,Male,89265,22282,418,0,0
32,Female,47675,25986,483,0,0
53,Male,96129,36757,471,0,0
79,Male,103581,35973,457,1,0
45,Male,95831,21797,703,0,0
30,Male,92095,29036,731,0,0
47,Female,30616,12714,524,0,0
59,Male,89915,18022,616,1,0
18,Male,84833,9247,374,0,0
25,Female,112715,22755,728,0,0
52,Male,83892,4811,707,1,0
30,Male,87147,39600,813,0,0
77,Female,50344,11565,388,0,0
33,Male,119802,19321,322,0,0
23,Male,76288,40341,671,0,0
40,Male,108800,38551,352,0,0
31,Male,104209,3546,344,0,0
46,Female,65391,1945,620,0,0
41,Male,93477,10648,335,0,0
56,Male,76919,47820,848,0,0
79,Female,83964,15958,691,0,0
66,Male,78841,25266,593,1,0
24,Male,46593,4309,594,0,0
38,Male,60308,14855,369,0,0
51,Male,94646,35583,623,0,0
47,Female,88851,44974,708,0,0
64,Female,29243,14661,711,0,0
48,Male,38243,17332,585,0,0
45,Male,75064,18684,734,0,0
50,Male,101462,10704,447,0,0
28,Male,84637,44745,395,0,0
43,Female,34789,4765,732,0,0
44,Male,100940,5592,732,0,0
65,Female,87058,48828,349,0,0
63,Female,107427,18133,436,0,0
41,Male,106761,7261,383,1,0
18,Female,111720,19247,836,0,0
77,Female,53265,39635,615,0,0
57,Female,90572,16078,667,0,0
29,Female,70119,14406,407,0,0
55,Female,36332,33017,314,0,0
21,Male,34858,12328,623,0,0
26,Male,22445,28314,307,0,0
27,Male,21042,16449,536,0,0
61,Female,25005,45008,364,0,0
21,Male,112328,26122,521,0,0
31,Female,53509,40392,769,0,0
62,Female,29386,29317,728,0,0
21,Female,108062,7529,634,0,0
38,Female,107435,25306,733,0,0
31,Female,21822,46611,696,1,0
66,Male,106229,47704,398,0,0
25,Male,50937,32086,418,0,0
73,Female,30056,26622,607,0,0
45,Male,46121,10725,614,0,0
68,Female,93542,43288,604,0,0
78,Male,71530,33926,706,1,0
44,Male,105179,1256,350,0,0
41,Male,45443,4009,684,0,0
78,Female,79046,33549,558,0,0
63,Male,41171,46345,421,0,0
51,Female,28928,37671,373,0,0
18,Female,114182,17959,802,1,0
60,Female,104551,49719,366,0,0
24,Female,43995,48320,342,1,1
41,Male,78704,1605,804,0,0
31,Female,52241,8077,364,0,0
54,Male,107298,33975,368,0,0
54,Male,36120,37048,830,0,0
73,Female,82228,12758,437,0,0
73,Male,31937,47029,356,1,1
53,Female,85202,31535,645,1,0
23,Female,30305,20835,638,1,0
75,Female,104949,6894,842,0,0
51,Female,26731,47580,748,0,0
28,Male,23905,25993,678,1,0
49,Female,79510,22835,675,1,0
66,Male,24149,38141,565,0,0
76,Female,94284,4637,378,0,0
43,Female,98458,22918,755,0,0
58,Female,27690,3873,562,1,0
77,Female,41266,25225,372,0,0
22,Male,40763,4971,334,1,0
23,Female,69980,24468,827,0,0
20,Female,59632,43345,365,0,0
60,Female,93268,33047,752,0,0
66,Male,105124,1358,684,0,0
55,Male,38210,34843,542,0,0
38,Male,32095,28726,385,0,0
79,Male,31741,19313,639,0,0
32,Male,37860,48878,839,0,0
70,Female,115080,28373,553,0,0
37,Female,24493,16217,506,0,0
63,Male,50117,48292,558,0,0
37,Female,86889,20929,591,1,0
49,Female,114314,49908,699,0,0
23,Male,43198,45676,408,1,1
71,Male,113545,8973,584,0,0
60,Female,22738,22401,736,0,0
41,Female,112332,46741,448,1,1
50,Male,22770,20241,663,0,0
46,Male,27202,18256,485,1,1
43,Female,98166,5939,516,0,0
19,Male,99907,14005,655,1,0
58,Male,70535,3983,632,0,0
44,Male,80139,13218,773,1,0
36,Male,93662,21975,343,0,0
28,Male,31187,3318,648,0,0
39,Female,84483,22025,312,0,0
56,Male,22255,7924,815,1,0
39,Male,91636,26834,379,0,0
79,Male,25009,20525,531,0,0
28,Male,30855,6646,543,0,0
51,Male,107663,40517,547,1,0
57,Male,46975,29834,574,1,1
58,Male,35156,37886,676,0,0
25,Male,54492,6775,655,0,0
61,Male,75695,42926,826,1,0
66,Female,59566,21778,365,0,0
37,Male,116611,49619,384,0,0
23,Female,67604,13705,558,0,0
49,Male,50824,9485,365,0,0
25,Female,117893,43045,844,0,0
55,Female,107640,5157,813,0,0
72,Male,25928,2281,792,0,0
27,Female,72574,19173,341,0,0
26,Male,104533,28414,340,0,0
65,Female,81976,10705,630,1,0
18,Male,85869,1659,636,0,0
77,Female,72666,37402,532,1,1
35,Male,90913,29191,408,0,0
49,Male,49075,6472,834,0,0
18,Female,48534,38869,753,0,0
71,Female,92307,47804,675,0,0
27,Male,109027,15401,334,0,0
64,Male,25220,14419,845,1,0
20,Female,107614,31391,588,0,0
72,Female,43158,8398,806,0,0
65,Female,26766,32428,742,1,0
54,Male,68148,8222,361,0,0
34,Male,40594,25783,658,0,0
50,Male,110568,49941,641,0,0
23,Male,38303,3063,814,1,0
45,Male,60923,26770,790,1,0
79,Male,54176,25209,506,0,0
25,Male,94234,9976,683,0,0
67,Female,114293,8984,837,0,0
28,Male,22470,20774,733,0,0
69,Male,33843,49709,796,0,0
45,Female,85545,34090,762,0,0
40,Female,57931,38006,428,0,0
24,Female,102268,41371,490,0,0
27,Male,105185,38274,697,0,0
20,Male,60990,12051,578,0,0
55,Female,108858,27816,546,0,0
47,Male,114147,10015,537,0,0
38,Male,104182,8197,754,0,0
60,Male,87923,3692,304,0,0
18,Female,27032,2563,724,0,0
36,Male,54526,37815,396,0,0
76,Female,78689,38970,396,0,0
38,Female,98422,33060,765,0,0
36,Male,119028,38394,722,0,0
75,Female,117639,26437,378,0,0
68,Male,21854,46743,430,0,0
39,Male,91584,38426,431,0,0
56,Male,90429,18520,566,0,0
36,Female,30854,39789,838,0,0
19,Female,74432,43764,717,0,0
62,Male,85273,33137,735,1,0
42,Female,29392,37706,579,0,0
41,Female,56008,12443,507,0,0
78,Male,38996,28695,586,0,0
62,Female,82798,44127,583,0,0
41,Female,47117,39520,376,0,0
45,Female,26469,15801,579,0,0
45,Female,31625,12873,598,0,0
35,Male,56780,12980,412,0,0
72,Male,63813,31699,499,0,0
20,Female,78093,26330,520,0,0
48,Male,106107,31029,545,0,0
77,Female,49518,21202,392,0,0
40,Male,31512,15062,371,0,0
66,Female,71618,32345,544,1,1
41,Male,101791,42000,777,0,0
67,Male,86098,45981,356,0,0
36,Female,99720,42337,781,0,0
65,Male,109691,32535,709,0,0
19,Male,46736,39266,740,0,0
50,Female,27596,22710,473,0,0
48,Female,112786,7276,527,0,0
63,Male,35349,44555,414,0,0
71,Male,96488,33339,700,0,0
58,Female,86742,39673,625,0,0
55,Male,30783,49623,609,0,0
59,Female,29551,11336,536,0,0
62,Female,40166,31577,319,1,1
49,Male,51784,15439,418,0,0
48,Female,80537,15200,835,0,0
18,Female,106500,27964,609,0,0
57,Female,30791,1843,813,0,0
71,Male,23119,45044,569,0,0
73,Female,32626,13134,437,0,0
47,Male,50163,36015,613,1,0
62,Female,117314,30131,354,0,0
45,Female,78451,28312,548,0,0
55,Female,60679,45549,414,0,0
60,Female,29340,30679,595,1,1
24,Female,49003,16429,491,1,0
57,Female,45347,45965,352,0,0
78,Female,46713,27361,466,0,0
29,Female,94796,38853,480,0,0
45,Male,70109,15404,828,1,0
78,Female,76041,3010,795,0,0
70,Female,44883,11957,838,0,0
64,Female,54352,9808,489,0,0
56,Male,32348,2664,375,0,0
54,Male,57040,23922,305,0,0
34,Female,51209,11520,397,0,0
61,Female,92017,11181,572,0,0
20,Female,38278,31936,644,1,0
48,Female,100081,42034,443,1,1
65,Female,115322,44502,820,0,0
65,Male,65861,11603,496,0,0
62,Male,50402,28034,675,1,0
24,Male,32705,36657,542,1,1
39,Male,103379,41868,465,0,0
43,Female,104012,22333,366,0,0
66,Male,47071,46845,819,1,0
76,Male,110605,39041,377,0,0
36,Male,76497,33754,613,0,0
61,Female,50391,38327,540,0,0
56,Male,62702,18418,354,0,0
41,Male,57565,4598,629,0,0
74,Female,98790,13546,544,0,0
64,Male,66424,6750,348,0,0
79,Male,82918,44833,653,0,0
68,Male,70560,23483,497,0,0
47,Female,51076,39393,675,0,0
68,Female,25955,4648,691,0,0
65,Male,119521,15207,766,0,0
77,Female,45459,20864,797,0,0
23,Male,74459,6399,734,0,0
71,Male,108642,36715,653,0,0
20,Male,112334,11447,503,1,0
42,Male,29383,44938,717,0,0
36,Male,86426,26720,317,0,0
21,Female,81010,36554,841,0,0
44,Female,109224,7095,398,0,0
70,Female,36343,1800,630,0,0
39,Female,21302,42220,687,0,0
18,Male,91521,6759,340,0,0
22,Male,97314,24937,636,0,0
45,Female,64629,19607,380,0,0
51,Male,30253,46997,687,0,0
40,Male,107001,19477,369,1,0
31,Male,59902,14708,370,0,0
52,Male,62983,3305,427,0,0
58,Female,115336,25242,344,0,0
31,Male,70873,14686,568,0,0
62,Male,87096,22357,473,0,0
19,Male,84986,31093,634,0,0
43,Female,46730,4845,789,0,0
22,Female,92456,28488,390,0,0
43,Male,100718,33685,587,0,0
53,Female,97577,2182,363,0,0
78,Female,37525,12400,551,0,0
60,Male,37534,1638,380,0,0
31,Female,115799,43356,699,0,0
18,Female,62800,46587,541,0,0
26,Male,46642,44233,804,0,0
49,Female,31081,14723,424,0,0
47,Female,41612,46147,740,0,0
66,Female,96213,41352,383,0,0
64,Female,108119,10286,328,0,0
64,Male,85017,24396,467,0,0
71,Male,89817,17393,460,0,0
24,Male,75544,29424,346,0,0
37,Female,42945,4434,394,1,0
47,Male,72262,48856,317,0,0
39,Female,69069,27865,631,0,0
34,Female,93507,24937,759,0,0
47,Female,80877,19684,423,0,0
43,Male,98404,10782,645,1,0
65,Female,113771,17343,698,0,0
43,Female,20032,17781,479,0,0
28,Female,38407,48837,460,1,1
55,Male,85330,33986,413,0,0
47,Female,20774,36030,325,0,0
67,Female,27570,49285,569,0,0
61,Male,87907,25690,483,0,0
32,Female,35798,1929,640,0,0
25,Male,69982,21221,744,0,0
25,Female,69362,17132,589,1,0
38,Female,41729,12110,805,0,0
56,Male,109745,19884,324,1,0
62,Female,40791,8144,556,0,0
57,Female,95352,22007,714,0,0
63,Female,112735,5353,831,0,0
69,Female,25713,23159,431,1,1
27,Male,97620,28483,605,0,0
66,Male,36785,9225,375,0,0
74,Male,37476,29078,403,0,0
34,Male,110314,23395,308,0,0
45,Female,27103,4446,563,0,0
35,Male,113778,19987,498,0,0
26,Female,42581,7214,439,0,0
42,Female,87860,45371,791,0,0
65,Female,73663,23955,306,0,0
72,Male,57066,43549,348,0,0
19,Male,103090,43273,762,0,0
30,Male,61949,41566,582,0,0
61,Female,56877,47314,333,0,0
68,Female,67329,49232,393,0,0
43,Male,22309,4002,779,0,0
63,Male,118500,45809,723,0,0
31,Female,93273,12473,451,0,0
68,Male,88713,13630,467,0,0
38,Male,60145,33293,640,0,0
35,Female,113137,13491,590,0,0
49,Male,66415,44433,614,0,0
35,Male,42301,6547,646,0,0
43,Female,92137,38365,611,0,0
48,Female,33901,1164,422,1,0
66,Female,26975,5342,674,0,0
71,Male,80492,12139,806,0,0
36,Male,107190,49451,686,1,0
59,Female,46383,12874,725,0,0
71,Male,78042,25796,720,1,0
49,Female,100706,21534,700,0,0
23,Female,68170,3151,460,0,0
39,Male,111494,44053,525,1,0
45,Male,24101,45924,565,0,0
48,Female,104152,7256,319,0,0
41,Male,109554,46463,395,0,0
60,Female,63154,29964,629,0,0
39,Female,100673,7578,376,0,0
36,Male,53667,38388,560,1,1
67,Male,79980,49700,623,0,0
23,Male,118631,27506,525,0,0
18,Female,114572,10769,488,0,0
43,Female,83821,19566,310,1,0
19,Male,50122,47844,603,0,0
56,Female,113961,43404,374,0,0
75,Male,107204,15549,697,0,0
36,Female,30358,10019,604,0,0
20,Female,110867,4394,531,1,0
67,Male,36172,44319,437,0,0
53,Female,27008,21859,559,0,0
41,Female,25191,14695,319,0,0
31,Female,91652,48916,543,0,0
42,Male,66342,37384,841,1,0
76,Male,50594,49867,510,1,1
61,Male,109000,35162,694,0,0
77,Male,70156,37789,373,0,0
42,Female,41415,32912,613,0,0
59,Male,37870,21517,520,0,0
66,Male,82623,12097,647,0,0
70,Male,94068,40227,833,0,0
79,Male,64994,12440,694,1,0
72,Female,99118,43609,451,0,0
69,Male,41989,32657,552,0,0
50,Male,107103,33281,841,0,0
21,Female,33276,3686,478,0,0
33,Female,96684,13131,591,0,0
43,Female,62920,46149,746,0,0
37,Female,103063,4593,553,0,0
65,Female,29611,49248,847,0,0
70,Male,54137,44573,463,1,1
52,Female,103436,11317,718,0,0
26,Female,31932,38507,588,0,0
52,Male,72256,9017,477,0,0
53,Female,55441,7789,680,0,0
59,Male,40392,29211,772,1,0
62,Female,104619,2750,706,0,0
25,Female,68862,17871,568,0,0
52,Male,114274,49084,345,0,0
47,Male,119364,17607,813,0,0
26,Female,104420,6140,317,0,0
79,Female,66454,37773,403,0,0
77,Male,77241,18675,428,1,0
74,Female,97482,34757,821,0,0
76,Male,22720,25613,493,0,0
69,Female,32600,14169,397,0,0
44,Male,99999,35030,454,0,0
67,Male,116314,7485,333,0,0
18,Female,88049,49983,790,0,0
26,Female,118331,49256,740,0,0
30,Female,104959,45883,426,0,0
76,Female,83042,8433,335,0,0
44,Male,35393,45523,573,0,0
66,Female,50647,30593,696,1,0
73,Female,93364,5424,475,0,0
43,Female,116402,2765,567,0,0
46,Female,64089,44600,568,0,0
68,Female,110095,18982,479,0,0
79,Male,24890,31207,716,0,0
19,Female,42845,22089,802,0,0
61,Female,64956,14305,756,0,0
72,Female,97226,10980,848,0,0
49,Female,103817,17104,302,0,0
37,Male,118772,6312,457,0,0
72,Male,108072,32105,747,0,0
59,Male,80672,6016,534,0,0
59,Male,50469,46979,803,0,0
63,Male,71552,10749,679,1,0
59,Male,59321,29383,621,0,0
22,Male,41904,11448,321,0,0
47,Female,44853,26086,326,0,0
74,Female,106776,38352,689,0,0
50,Male,52646,1289,808,0,0
35,Female,49293,2734,366,0,0
58,Male,57482,15625,446,1,0
51,Female,40881,7268,791,0,0
29,Female,109686,48218,744,0,0
78,Male,84143,35995,552,0,0
32,Male,43561,6408,569,1,0
52,Male,111680,6695,559,0,0
19,Female,77587,4919,724,0,0
57,Female,103909,8130,538,1,0
45,Female,62182,37129,807,0,0
70,Female,45092,47987,387,0,0
64,Male,101224,43518,374,0,0
42,Male,89507,13542,493,0,0
32,Female,79475,1071,376,0,0
39,Female,53700,45223,557,0,0
69,Male,111269,17580,340,0,0
29,Female,107152,12753,784,0,0
52,Female,58305,21285,645,1,0
45,Male,115846,23473,438,0,0
76,Male,61992,49254,420,0,0
23,Female,64376,15743,428,1,0
30,Male,31152,6500,370,0,0
31,Female,52410,11894,500,0,0
79,Female,43828,5294,704,1,0
23,Male,86676,15792,583,0,0
39,Female,78335,28578,318,0,0
52,Male,116037,37428,583,0,0
46,Female,36809,13868,702,0,0
71,Male,79983,16763,393,0,0
57,Male,81824,20387,506,0,0
22,Female,23134,1471,721,0,0
54,Male,104156,6613,480,1,0
65,Male,28162,13495,396,0,0
35,Male,104530,38589,824,1,0
26,Male,48622,28657,353,0,0
54,Male,22977,6325,828,1,0
43,Female,25072,42858,529,0,0
41,Female,104024,15575,455,0,0
67,Female,29880,18186,519,1,1
72,Female,102428,29159,476,0,0
36,Female,44895,1018,771,0,0
